Datetime,Open,High,Low,Close,Volume
2021-09-06 09:16:00+05:30,7.199999809265137,7.25,7.150000095367432,7.25,4300241
2021-09-06 09:17:00+05:30,7.25,7.349999904632568,7.25,7.349999904632568,4146576
2021-09-06 09:18:00+05:30,7.349999904632568,7.449999809265137,7.349999904632568,7.400000095367432,7484549
2021-09-06 09:19:00+05:30,7.349999904632568,7.400000095367432,7.349999904632568,7.349999904632568,2973147
2021-09-06 09:20:00+05:30,7.400000095367432,7.449999809265137,7.349999904632568,7.400000095367432,2754894
2021-09-06 09:21:00+05:30,7.400000095367432,7.400000095367432,7.349999904632568,7.349999904632568,2681968
2021-09-06 09:22:00+05:30,7.400000095367432,7.449999809265137,7.349999904632568,7.400000095367432,3353100
2021-09-06 09:23:00+05:30,7.400000095367432,7.449999809265137,7.400000095367432,7.400000095367432,1968020
2021-09-06 09:24:00+05:30,7.400000095367432,7.550000190734863,7.400000095367432,7.550000190734863,5205231
2021-09-06 09:25:00+05:30,7.550000190734863,7.550000190734863,7.400000095367432,7.400000095367432,9773740
2021-09-06 09:26:00+05:30,7.400000095367432,7.449999809265137,7.400000095367432,7.400000095367432,890263
2021-09-06 09:27:00+05:30,7.449999809265137,7.449999809265137,7.400000095367432,7.449999809265137,843815
2021-09-06 09:28:00+05:30,7.449999809265137,7.449999809265137,7.349999904632568,7.400000095367432,3952410
2021-09-06 09:29:00+05:30,7.400000095367432,7.400000095367432,7.349999904632568,7.400000095367432,1567134
2021-09-06 09:30:00+05:30,7.400000095367432,7.400000095367432,7.300000190734863,7.349999904632568,3216937
2021-09-06 09:31:00+05:30,7.400000095367432,7.400000095367432,7.349999904632568,7.349999904632568,374339
2021-09-06 09:32:00+05:30,7.400000095367432,7.400000095367432,7.349999904632568,7.349999904632568,9102033
2021-09-06 09:33:00+05:30,7.400000095367432,7.449999809265137,7.349999904632568,7.449999809265137,1381855
2021-09-06 09:34:00+05:30,7.400000095367432,7.449999809265137,7.400000095367432,7.449999809265137,328257
2021-09-06 09:35:00+05:30,7.449999809265137,7.449999809265137,7.349999904632568,7.400000095367432,1356977
2021-09-06 09:36:00+05:30,7.400000095367432,7.400000095367432,7.349999904632568,7.400000095367432,432278
2021-09-06 09:37:00+05:30,7.400000095367432,7.400000095367432,7.349999904632568,7.400000095367432,136466
2021-09-06 09:38:00+05:30,7.400000095367432,7.449999809265137,7.349999904632568,7.449999809265137,1618578
2021-09-06 09:39:00+05:30,7.449999809265137,7.449999809265137,7.400000095367432,7.400000095367432,2674973
2021-09-06 09:40:00+05:30,7.400000095367432,7.400000095367432,7.349999904632568,7.349999904632568,413454
2021-09-06 09:41:00+05:30,7.349999904632568,7.449999809265137,7.349999904632568,7.449999809265137,2104814
2021-09-06 09:42:00+05:30,7.400000095367432,7.449999809265137,7.349999904632568,7.400000095367432,1838274
2021-09-06 09:43:00+05:30,7.449999809265137,7.449999809265137,7.349999904632568,7.349999904632568,5976953
2021-09-06 09:44:00+05:30,7.349999904632568,7.400000095367432,7.300000190734863,7.349999904632568,4276994
2021-09-06 09:45:00+05:30,7.349999904632568,7.349999904632568,7.300000190734863,7.349999904632568,375608
2021-09-06 09:46:00+05:30,7.300000190734863,7.400000095367432,7.300000190734863,7.400000095367432,1935342
2021-09-06 09:47:00+05:30,7.349999904632568,7.400000095367432,7.300000190734863,7.349999904632568,3968314
2021-09-06 09:48:00+05:30,7.349999904632568,7.349999904632568,7.300000190734863,7.349999904632568,281567
2021-09-06 09:49:00+05:30,7.349999904632568,7.349999904632568,7.300000190734863,7.349999904632568,367845
2021-09-06 09:50:00+05:30,7.300000190734863,7.349999904632568,7.300000190734863,7.349999904632568,336568
2021-09-06 09:51:00+05:30,7.349999904632568,7.349999904632568,7.300000190734863,7.300000190734863,3208483
2021-09-06 09:52:00+05:30,7.300000190734863,7.300000190734863,7.25,7.25,1111015
2021-09-06 09:53:00+05:30,7.25,7.300000190734863,7.25,7.25,372344
2021-09-06 09:54:00+05:30,7.300000190734863,7.300000190734863,7.25,7.300000190734863,353452
2021-09-06 09:55:00+05:30,7.300000190734863,7.300000190734863,7.25,7.25,208026
2021-09-06 09:56:00+05:30,7.25,7.300000190734863,7.25,7.25,211152
2021-09-06 09:57:00+05:30,7.25,7.300000190734863,7.25,7.300000190734863,223665
2021-09-06 09:58:00+05:30,7.25,7.300000190734863,7.25,7.25,179929
2021-09-06 09:59:00+05:30,7.300000190734863,7.349999904632568,7.25,7.300000190734863,2162591
2021-09-06 10:00:00+05:30,7.349999904632568,7.349999904632568,7.300000190734863,7.300000190734863,129771
2021-09-06 10:01:00+05:30,7.300000190734863,7.349999904632568,7.300000190734863,7.349999904632568,185759
2021-09-06 10:02:00+05:30,7.300000190734863,7.349999904632568,7.300000190734863,7.349999904632568,56935
2021-09-06 10:03:00+05:30,7.300000190734863,7.349999904632568,7.300000190734863,7.349999904632568,118122
